76,-12,-1
76,-11,-1
76,-10,-1
76,-9,-1
76,-8,-1
76,-7,-1
76,-6,-1
76,-5,-1
76,-4,-1
76,-3,-1
76,-2,-1
76,-1,-1
76,0,-1
76,1,-1
76,2,-1
76,3,-1
76,4,-1
76,5,-1
76,6,-1
76,7,-1
76,8,-1
76,9,-1
76,10,-1
76,11,-1
76,12,-1
76,13,-1
76,14,-1
76,15,-1
76,16,-1
76,17,-1
76,18,-1
76,19,-1
76,20,-1
76,21,-1
76,22,-1
76,23,-1
76,24,-1
76,25,-1
76,26,-1
76,27,-1
76,28,-1
76,29,-1
76,30,-1
76,31,-1
76,32,-1
76,33,-1
76,34,-1
76,35,-1
76,36,-1
76,37,-1
76,38,-1
76,39,-1
76,40,-1
76,41,-1
76,42,-1
76,43,-1
76,44,-1
76,45,-1
76,46,-1
76,47,-1
76,48,-1
76,49,-1
76,50,-1
76,51,-1
76,52,-1
76,53,-1
76,54,-1
76,55,-1
76,56,-1
76,57,-1
76,58,-1
76,59,-1
76,60,-1
76,61,-1
76,62,-1
76,63,-1
76,64,-1
76,65,-1
76,66,-1
76,67,-1
76,68,-1
76,69,-1
76,70,-1
76,71,-1
76,72,-1
76,73,-1
76,74,-1
76,75,-1
76,76,-1
49,-1,0
49,-1,1
49,-1,2
49,-1,3
49,-1,4
49,-1,5
49,-1,6
49,-1,7
49,-1,8
49,-1,9
49,-1,10
49,-1,11
49,13,0
49,13,1
49,13,2
49,13,3
49,13,4
49,13,5
49,13,6
49,13,7
49,13,8
49,13,9
49,13,10
49,13,11
49,0,1
49,0,2
49,0,5
49,1,1
2,1,2
49,3,2
46,4,0
7,4,1
49,4,2
46,5,0
2,5,1
49,5,2
7,5,3
26,5,5
1,5,6
46,6,0
43,6,1
49,6,2
52,6,3
2,6,5
6,6,6
49,7,2
5,9,0
49,9,3
42,10,0
32,10,1
49,10,3
49,10,4
46,11,0
65,11,1
49,11,3
57,12,0
40,12,1
